label,text
"1","справка №3122 об отсутствии факта госудраственной регистрации заключении брака Запись акта о заключении брака в отношении Мирнова Алена Власовна 12 апреля 1971 года рождения в архивах отделов ЗАГС Белгорода отсутствует."
"0","Последняя глава учебника Джорджа"
"0","Пойдешь в театр сегодня вечером?"
"0","разные числа для 26-го числа, привет, Виталик."
"1","съезд гарпа 2001 года: легкое напоминание съезд гарпа 2001 года; ЖК-проекция)"
"0","Слушай, ты не мог бы одолжить мне свою гитару на выходные? "
"0","Факторные нагрузки для первичных кривых, Таня"
"1","ограниченный список: ни сотрудники, ни члены их семей или другие лица, живущие вместе с ними или финансово зависимые от сотрудника, не могут покупать или продавать ценные бумаги любого предприятия (или их производные), включенные в ограниченный список для вашего или свои личные или связанные счета или рекомендовать покупку или продажу таких ценных бумаг любому лицу"
"1","Цена на сырую нефть WTI и цены на остатки в гавани Нью-Йорка по сравнению с Генри-Хабом и газом из ворот Нью-Йорка по месяцам, Майкл. большое спасибо за очень быстрый ответ. выглядит нормально."
"0","вариант визуализации и Стинсон"
"0","вот напечатанная версия"
"1","Встреча с Марком Шредером переправлено."
"0","Конечно, без проблем! Только верни в целости и сохранности, ладно?"
"1","время телефона, дорогой доктор, спасибо за договоренность. Я получил письмо. Мне будет удобно либо в среду, либо в четверг. Я с нетерпением жду возможности поговорить с вами в это время. мне всегда приятно с вами работать.  С наилучшими пожеланиями Квентин Керр"
"0","Да так, нормально. На работе было скучно, но потом встретился с ребятами."
"0","Ты когда последний раз катался на скейтборде?"
"0","Ох, давно уже. Надо как-нибудь собраться и покататься вместе!"
"0","Слышал, что в этом месяце будет концерт нашей любимой группы!"
"0","Да, я тоже слышал! Надо брать билеты!"
"0","Как ты думаешь, стоит ли мне попробовать новый ресторан в центре?"
"1","информационный бюллетень Основные моменты бизнеса Основы Лоуэлл Безанис присоединяется к нам из eig (группа энергетической разведки). Лоуэлл будет отличным помощником для группы, поскольку у него имеется значительный опыт освещения проблем Ближнего Востока."
"0","11 декабря для меня важный день."
"0","Обязательно! Я слышал, там отличная пицца."
"0","Тони Гамильтон, спасибо за разъяснения"
"0","Звучит здорово! Я приведу пиво и закуски.у"
"1","исследовательская команда имеет постоянную резервацию по четвергам с 11:30 до 13:00 в конференц-зале EB 30 кл. мы понимаем, что соглашение заключается в том, что, если высшее руководство не запросит этот конференц-зал, мы его получим. если по какой-то причине вам нужно переместить нас"
"0","Ты смотрел последний матч? Как тебе игра? "
"0","Да, был классный матч! Наша команда просто супер!"
"0","Как ты относишься к идее поехать на выходные на природу?"
"0","Отличная идея! Давай организуем шашлыки!"
"1","спасибо за сегодняшний разговор. Слава выйдет на следующей неделе (5-9 марта)"
"0","Эй, Ваня! Как у тебя дела? Не забыл про нашу игру в пятницу? Я уже готовлюсь: купил новую форму и даже нашел свои старые кроссовки. "
"0","Да, я помню про игру. У меня все в порядке, только вот не знаю, успею ли подготовиться. Но я постараюсь!"
"0","Привет, Макс! Да, я тоже смотрел трейлер, и он действительно впечатляющий!"
"0","Я только что посмотрел, и у меня просто нет слов!"
"0","Я хочу попробовать написать новую песню, но моя гитара немного расстроилась."
"0","Если нужно, могу показать пару аккордов для вдохновения!"
"0","Ты у меня самая лучшая, поверь!"
"1","комментарии к модели кредитного риска – на данный момент.  Комментарии Рика Джонса о модели кредитных резервов. Анита Дюпон назначает встречу с Риком Джонсом, чтобы обсудить это. Билл – если вы хотите присоединиться к встрече"
"0","Говорят, там подают отличные суши и роллы."
"0","Я слышал об этом ресторане и читал хорошие отзывы. Если ты решишься сходить, дай знать"
"0","Я нашел отличное место с озером и лесом — идеально для пикника и отдыха от городской суеты."
"0","Я всегда за активный отдых на природе. Можем взять шашлыки, напитки и даже мяч для игры в футбол. Давай соберем компанию!"
"0","я смотрел матч по телевизору. Он действительно был захватывающим! Особенно тот гол в конце — у меня чуть сердце не остановилось от волнения"
"0","Как ты провел свои выходные? Я так устал после всей этой работы и хотел бы выбраться куда-то на свежий воздух."
"0","Не бойся, я друг."
"1","Да, немного приболел — простуда. Чувствую себя не очень, но надеюсь, что скоро поправлюсь. Спасибо, что спросил!"
"1","Петя! Ты не мог бы мне помочь? У меня поднялась температура и я не могу выйти из дома. Можешь зайти и принести что-то поесть?"
"0","Конечно, без проблем! Я куплю тебе что-то вкусное и полезное. Береги себя и не забывай пить больше воды!"
"1","Да, спасибо. Я сходил к врачу и теперь принимаю лекарства. Стало лучше, но все еще придерживаюсь диеты."
"0","электронная программа Майк"
"0","Может быть, пойдем погулять или покататься на велосипедах?"
"1","Да, операция прошла успешно. Теперь восстанавливаюсь, но чувствую себя хорошо."
"1","Группа по набору летних сотрудников и штатных сотрудников в Стэнфорде: просто обновленная информация о работе по набору сотрудников на летних и постоянных сотрудников в Стэнфорде: мы предварительно отобрали 19 кандидатов на летних сотрудников и 7 кандидатов на полный рабочий день. График интервьюеров для тура 1 и 2 приведен ниже. Мне удалось привлечь Эллиота Мейнзера и Стива Суэйна к расписанию собеседований для первого раунда. Тим Белден выбрал их для интервьюеров из своей группы. Я оставил сообщение Крису Калджеру, чтобы узнать, будет ли он доступен для собеседований во втором туре, и жду от него ответа.  перечисленные ниже. логистика . дайте мне знать, если вы доступны для собеседований в пятницу."
"0","праздник, я так рада за своего босса"
"1","Как ты себя чувствуешь после того, как переболел ковидом? Все в порядке?"
"0","Я отдохнул и выпил немного чая с лимоном — это помогло!"
"1","набор персонала я получил это письмо некоторое время назад"
"0","Да, уже все в порядке."
"0","мой первый черновик, Квентин"
"1","Да, я сходила к стоматологу. Удалили один зуб, теперь немного болит, но терпимо. Спасибо за интерес!"
"1","Выборы управляющего директора и вице-президента Комитет управляющего директора КНР собрался на этой неделе для избрания лиц на должности управляющего директора и вице-президента. эти сотрудники признаны выдающимися вкладчиками в организацию"
"1","Спасибо, что спросил. Нога заживает, но еще не могу полноценно ходить. Надеюсь, скоро смогу вернуться к тренировкам."
"0","Как дела? Ты ведь говорила о том, что у тебя аллергия на морепродукты. Как ты с этим справляешься?"
"1","Больше информации о Далтоне Бэби, финальное обновление.  я пошел навестить Дороти"
"0","Кевин, день босса"
"1","уже лучше. Прошла курс лечения и теперь чувствую себя значительно лучше."
"1","Я слышала, что ты переболела бронхитом. Все ли у тебя хорошо сейчас?"
"1","приглашение. добро пожаловать, новый аналитик, прием, спасибо"
"1","Да, спина побаливает из-за долгого сидения за компьютером. Хожу на массаж — помогает!"
"1","Расписание собеседований в японском офисе Таня"
"0","Переслано : Белая книга лебедева"
"1","Да, переболел, но уже восстановился. Остались только легкие последствия — иногда чувствую усталость."
"1","Встреча в Хьюстоне переправлено Линн Уолтон"
"1","Ты ведь собиралась на прививку от ковида. Как все прошло?"
"1","я начал следить за питанием и принимаю лекарства. Теперь все в норме."
"1","Все в порядке, врачи сказали, что у меня нормальные показатели."
"1","Распространение руководящих принципов ЕС по газу на Центральную и Восточную Европу - cera аналитическое название: Распространение руководящих принципов ЕС по газу на Центральную и Восточную Европу URL: комплексная реформа газового законодательства в Центральной и Восточной Европе приводит регион в соответствие с требованиями Европейского Союза."
"0","модель от: павел задорожный 31.08.2000 18:45"
"0","Я начал больше пить воды и спать по расписанию."
"1","Да, немного беспокоят, но я начал заниматься физической терапией, и стало легче."
"1","Как твои суставы? Ты ведь говорил, что у тебя были проблемы с ними."
"0","У меня сегодня был ужасный день на работе. Начальник опять накричал из-за отчета."
"1","День Земли в компании Энрон трэш-баш В субботу компания Энрон проводит специальное мероприятие"
"0","Ой, неужели? Это так несправедливо! Ты ведь стараешься изо всех сил. Может, стоит поговорить с ним?"
"0","Ирина! Ты видела новую серию нашего любимого сериала? Я просто в шоке от концовки!"
"0","Да, я смотрела! Не могу поверить, что они так поступили с главным героем. Надо обсудить!"
"1","я работаю в группе структурирования Карибского бассейна, а ранее работал в отделе структурирования вместе с Гэри Чжу. Я прилагаю резюме друга из Entergy, который имеет докторскую степень в области исследования операций. он подумывает об отказе от Entergy и разговоре с Ли Сяо. Я подумал, что ваша группа может ему подойти. По всем вопросам звоните."
"0","Теория экстремальных значений в применении к погоде"
"0","Я тут думала о том, чтобы начать вести дневник. У тебя есть опыт?  "
"1","Да, я веду дневник уже несколько лет. Это помогает мне разобраться в мыслях и чувствах."
"0","Как ты? Я тут задумалась о том, чтобы сменить прическу. Может, сделать короткую стрижку?"
"1","визит на занятия по математике 18 октября, Ширли"
"0","Короткие волосы могут освежить образ. Ты уже выбрала стиль?"
"1","одно последнее напоминание, а потом я помолчу. Электронная почта идеальна. это позволяет мне просто загрузить ваши оценки прямо в нашу базу данных. Затем я подписываю бумажную копию (указав, что подписываюсь от вашего имени) и передаю ее регистратору. если ты предпочитаешь"
"1","Картик Раджан – расписание собеседований прилагается. Вы найдете пакет собеседований для вышеупомянутого лица. собеседование состоится в пятницу"
"0","Я только что вернулась с прогулки по парку. Весна такая прекрасная!  "
"0","Говорила же тебе, что это опасно!"
"0","Да, я тоже обожаю весну. Пойдем гулять вместе на выходных?"
"1","Ответ от Чарльза из Williams Винс: большое спасибо за ваше письмо"
"0","Да, потихоньку привыкаю. Коллектив очень дружный, но нагрузки много."
"0","Здорово! Я тоже хочу начать заниматься. Может, пойдем вместе на тренировки?"
"0","Да, я начала использовать новый крем и заметила улучшение. Надеюсь, это надолго!"
"0","Я тут задумалась о том, чтобы попробовать вегетарианство. Как ты к этому относишься?"
"1","Оль, Как ты? У меня тут проблемы с парнем. Он не понимает мои чувства и все время занят работой."
"0","Это сложно... Может, стоит поговорить с ним откровенно?"
"0","Я тут решила заняться рисованием и записалась на курсы."
"1","табели учета рабочего времени sap на диске привет всем: если вы не смогли получить доступ к электронной таблице, которую мы создали для вашего времени"
"1","Прилагаемая информация о программном обеспечении представляет собой сводку ubs. Сделка с UBS является конфиденциальной из-за ее большого размера, а ее краткое изложение представляет собой неофициальный обзор. структура сделки не определена; на этом листе представлены только приблизительные подробности. звоните, если есть вопросы.  Эрин доб. 3 - 9677"
"0","Ты ведь собиралась на встречу с подругами из университета?"
"0","Да, встреча была классной! Мы так долго не виделись и обсудили все новости."
"0","Я всегда мечтала научиться рисовать. Какие техники будешь изучать?"
"0","задумалась о путешествии на море этим летом. У тебя есть идеи?"
"0","Может, поедем вместе на Кипр? Там так красиво!"
"0","письмо Несбитту Джону"
"1","Встреча в лаборатории ценностей 1 августа. Эми: ниже приведены люди, которых Винс хочет пригласить на эту встречу. ты хочешь, чтобы я отправил письмо или лучше, чтобы оно пришло от тебя? я зарезервировал."
"0","Ксюша! Как ты? У меня тут возникли сложности с учебой — не могу понять материал по математике."
"1","Встреча для обсуждения поддержки исследований EES Шарон/Кэрол: Джереми Блахман позвонил Винсу Камински и попросил о встрече, чтобы обсудить дополнительную поддержку исследований EES"
"0","Концерт был просто потрясающим! Они играли все хиты."
"1","Здравствуйте, Оксана Алексеевна! Ваш страховой полис №432211 был успешно оформлен. Срок действия — 1 год."
"0","повторная отправка бумаги"
"0","задумалась о том, чтобы начать вести блог о моде и стиле жизни. Что думаешь?"
"0","Встреча была очень полезной. Я поняла много о себе."
"0","ты видел новый трейлер к Мстителям? Просто огонь!"
"0","Ты ведь говорила о том, что хочешь начать медитировать? Как успехи?  "
"0","Я начала заниматься медитацией каждый день — это действительно помогает успокоиться."
"0","Привет, Кристина! Как дела? Ты ведь собиралась на выставку искусства в выходные? Пошла?"
"0","У меня тут возникли сложности в отношениях с парнем — он стал слишком закрытым."
"0","Да, я смотрел! Особенно сцена с Тором — он просто крут!"
"0","вуаля, эй, ребята"
"0","Я тут решила заняться фотографией и купила новую камеру. Есть советы для новичка?"
"0","Начни с изучения основ композиции и освещения — это очень важно."
"0","решила попробовать сделать домашний спа-день — расслабиться после тяжелой недели"
"0","Света! Это сложно... Может, стоит поговорить с ними и объяснить свою точку зрения?"
"1","предстоящая энергетическая конференция - требования: я отправил ей маршрут"
"0","Альпийная презентация Кена"
"0","Да, выставка была потрясающей — так много талантливых фотографов!"
"0","было очень интересно — я даже сделала несколько набросков!"
"0","Ты не представляешь, что со мной произошло на этой неделе."
"0","Да, я подготовила несколько аргументов: мои достижения за последний год, проекты, которые я успешно завершила. Но когда я начала говорить, он выглядел немного удивленным. Я даже подумала, что он не ожидал этого от меня."
"0","Это здорово, что ты собрала все данные! А что он сказал в ответ?"
"0","Ого, это смело! Как прошло? Он тебя выслушал?"
"1","Он сказал, что ценит мою работу и предложил рассмотреть возможность повышения через три месяца, если я продолжу в том же духе. Но это не совсем то, что я хотела — я ожидала более конкретного ответа."
"1","Ну, во-первых, я наконец-то решилась на то, чтобы поговорить с начальником о повышении. Я долго думала об этом, но все время боялась, что он подумает, что я слишком самонадеянная."
"0","У меня всё нормально, спасибо. А что случилось? Ты так загадочно говоришь!"
"0","с Новым Годом"
"1","предлагаемое расписание интервью Дардена - 18 апреля Шерри: 14:00 18 апреля вполне подходит  его биография прилагается. если тебе нужно что-нибудь еще"
"0","Понимаю. Это может быть разочаровывающим. Но хотя бы он не отрезал тебя сразу! Может быть, стоит еще раз обсудить это через месяц?"
"0","Да, я так и планирую. Но знаешь, после нашего разговора я стала сомневаться в своих силах. Кажется, у меня есть все необходимые навыки, но иногда мне кажется, что я просто не на своем месте."
"0","Это нормально — многие испытывают такие чувства. Но ты же знаешь, что ты талантливая и умная! Может быть, стоит попробовать найти кого-то для менторства? Кто-то с большим опытом мог бы поддержать тебя."
"1","Переслано: конфиденциальная информация"
"0","Я подумаю об этом. Кстати, у меня есть другая новость — я начала заниматься бегом! Решила, что мне нужно больше физической активности."
"1","Эндорфины делают свое дело. Но вот проблема: у меня появилась боль в колене. Я переживаю, что это может быть серьезно."
"0","Я просто не хочу пропускать тренировки. Это стало для меня чем-то важным. Кроме того, я планирую участвовать в забеге на 5 километров в следующем месяце!"
"0","Ох, да! Я работаю над выставкой уже несколько месяцев. Но сейчас чувствую себя немного подавленной — кажется, что ничего не получается так, как задумано."
"0","Я просто не уверена в выборе концепции. Я хотела сделать что-то необычное и экспериментальное — сочетать живопись и цифровое искусство. Но теперь боюсь, что зрители не поймут меня или не оценят."
"0","перспективы иены Винс"
"0","Почему ты так думаешь? У тебя всегда были классные идеи!"
"0","Не переживай так! Искусство всегда вызывает разные эмоции у людей. Главное — это твое видение и желание выразиться. Может быть, стоит провести небольшую репетицию выставки среди друзей?"
"0","Алекс Тартаковский, как вы, возможно, знаете"
"0","наилучшие пожелания на период праздников, эхуд"
"0","Да! И помни, что даже если кто-то не поймет твою работу, это не значит, что она плохая. Искусство субъективно."
"0","Спасибо за поддержку! Ты всегда знаешь, что сказать в нужный момент."
"0","Мы же подруги! Мы должны поддерживать друг друга. Так что давай сделаем это — ты покажешь свои работы мне и другим друзьям!"
"0","Договорились! А как насчет того, чтобы устроить вечер искусства и бега? Мы можем пробежать вместе и потом обсудить твои достижения и мои картины!"
"0","Звучит отлично! Давай запланируем это на выходные."
"0","Организационная структура сетевого проектирования и эксплуатации Ширли"
"1","встреча 20 марта к вашему сведению. Ширли (3-5290) организует для меня поездку. всем нам имеет смысл остановиться в одном отеле"
"1","Привет, команда! Хотелось бы обсудить новый функционал, который мы планируем внедрить в следующем спринте. Есть ли у кого-то идеи или предложения по улучшению пользовательского интерфейса? Давайте соберемся завтра в 10:00 для обсуждения."
"1","вне офиса меня не будет в офисе 18-19 сентября"
"1","Хочу сообщить, что мы завершили этап тестирования и готовы к следующему релизу. Все баги, выявленные на предыдущем этапе, были исправлены. Пожалуйста, проверьте обновленный функционал и дайте знать о любых проблемах."
"0","еще раз спасибо, Леш"
"1","Мы столкнулись с нехваткой ресурсов для завершения проекта. Можешь помочь с выделением еще одного разработчика на пару недель? Это значительно ускорит процесс."
"1","Напоминаю, что дедлайн по проекту приближается. Убедитесь, что все задачи выполнены до конца недели. Если у кого-то есть задержки, сообщите об этом заранее."
"1","У нас возникла проблема с сервером — он периодически зависает. Можешь посмотреть логи и выяснить, в чем дело? Это начинает влиять на работу пользователей."
"1","лицензия на программное обеспечение, дорогая мисс. фельдман"
"1","Мне нужно получить доступ к базе данных для анализа данных о пользователях. Можешь помочь с настройкой прав доступа? Заранее спасибо!"
"1","Здравствуйте, команда! Я наткнулся на ошибку в коде модуля. При попытке запустить тесты получаю сообщение об ошибке. Можете посмотреть и дать свои рекомендации?"
"1","Мы проводим опрос среди сотрудников о том, как можно улучшить наш рабочий процесс. Пожалуйста, найдите время заполнить анкету до конца недели."
"1","Мы проводим опрос среди сотрудников о том, как можно улучшить наш рабочий процесс. Пожалуйста, найдите время заполнить анкету до конца недели."
"0","Ты уже решил, как будешь проводить выходные? Может быть, стоит встретиться и выпить кофе?"
"1","Вичай Наронганич, дорогая Тони: пожалуйста, организуйте оплату в размере 10 долларов."
"0","Я заметила, что ты отлично разбираешься в машинном обучении. Можешь порекомендовать какие-нибудь курсы или книги для изучения этой темы?"
"1","Напоминаю о нашей встрече в понедельник в 11:00. Не забудь подготовить свои отчеты!"
"1","Не забудь обновить библиотеки в проекте до конца недели. У нас есть несколько уязвимостей, которые нужно устранить. Дай знать, если понадобятся какие-то ресурсы."
"1","Привет всем! Напоминаю, что время для оценки производительности сотрудников подходит к концу. Пожалуйста, заполните необходимые формы до пятницы."
"1","Не мог бы ты дать мне отзыв по моему последнему отчету? Я хочу убедиться, что все аспекты были учтены."
"1","Привет всем! Обнаружен критический баг в версии 2.0 нашего приложения — пользователи не могут войти в систему после последнего обновления. Пожалуйста, отреагируйте как можно скорее! Как вы провели выходные?"
"1","Внимание: мы внесли изменения в API нашего приложения. Пожалуйста, ознакомьтесь с документацией и протестируйте новые функции — это очень важно для нас."
"1","Как настроение? Напоминаю, что запланированный релиз нашего приложения состоится в пятницу в 17:00. Убедитесь, что все задачи выполнены до этого времени — будет здорово отпраздновать успешный запуск!"
"1","интервью с исследовательским отделом. кандидат Раби С. де, 11 августа"
"1","пункт хранения природного газа vince — кое-что очень интересное о хранилищах природного газа (из класса).  отрасль быстро принимает так называемые соглашения об оперативном балансировании."
"1","пересмотрено: организационные изменения в:.  От: Клифф Бакстер и Кевин Хэннон в июле"
"1","методологии оценки. Мы получили от компании запрос на предоставление им какого-либо описания или документации от нашей исследовательской группы по методологии оценки, использованной в инструменте условного выпуска 18 миллионов акций, который был частью сделки Raptor, завершенной в конец марта. видимо"
"0","снова за старое взялся?"
"0","регистрационные материалы для NFCF кому"
"1","Привет всем! Нам нужно обсудить планы на следующий квартал на следующей неделе во вторник в 14:00. Пожалуйста, подготовьте свои идеи и предложения! Как вы провели свои выходные?"
"1","Здравствуйте! У нас есть несколько новых проектов в планах на следующий квартал — давайте обсудим их подробнее на следующем собрании! Надеюсь увидеть вас всех там."
"1","конференция РДИ – 17 – 19 мая"
"1","Визит к Энрону Гранту и Винсу"
"0","Глава 3, господа"
"1","новый счет за энергию, Николай Георгиевич"
"0","2001, Хьюстон Лейла"
"0","Ксерокс на 32 этаже, Кевин"
"1","протокол собрания по кредитным деривативам – 13 декабря"
"0","Бег — это отличный способ расслабиться и снять стресс."
"1","отчет о положении продукта с двойным триггером"
"0","Бег в компании всегда веселее. А как ты себя чувствуешь после тренировок?"
"1","участие в конференции весной 2001 г., Джеффри К. Скиллинг Рик"
"0","Таниные каникулы, Ширли"
"0","Плавание — отличный способ поддерживать форму."
"1","Встреча сотрудников на День благодарения, привет, Клейтон"
"0","пожалуйста, ищите разумное понимание. Мой единственный риск – это возможное смущение"
"1","ок-ок, Винс, я останусь сегодня вечером и позвоню Вути в Лондон и сообщу эту новость. Я сразу же вернусь к вам (вероятно, завтра или отправлю вам электронное письмо сегодня вечером)."
"1","отель для поездки в Уортон, привет, Винс-Джефф хотел, чтобы я сообщил тебе, что он не сможет поехать с тобой в декабре.  6-е место до Уортона. Наступило собрание, на котором он должен присутствовать. извините за короткое уведомление."
"1","список рождественских корзин вот полный список за 2000 год на общую сумму 1470 долларов. 00 спасибо"
"1","рекомендация выдающегося студента программы MBA Baylor на летнюю стажировку в 10:17 утра 31 марта 2001 г. - 06:00."
"0","вместо этого всем привет"
"0","Я вчера смотрела тот фильм, о котором ты говорила, и просто в восторге! Ты не представляешь, как я переживала за главную героиню!"
"0","Ой, я так рада, что тебе понравилось! Я тоже переживала! Особенно когда она узнала правду о своем парне. Как ты думаешь, он действительно ее любил?"
"0","Думаю, нет... Он был слишком эгоистичным. А ты как? Ты уже посмотрела тот сериал, который я тебе скидывала?"
"0","Да, начала смотреть! Но не могу оторваться от книги, которую читаю! Это просто что-то невероятное! Ты бы прочитала, если бы знала, о чем речь."
"0","сохраняю время, привет, Брэд: я за нашу группу! однако"
"0","почему Йохан Даль и кадровая группа МРТ энергетики?"
"0","О, расскажи, о чем книга! Я всегда ищу что-то новое для чтения. И кстати, как твои дела с работой? Все еще так напряженно?"
"0","Но на выходных планирую устроить себе день спа — маски для лица и все такое!"
"0","Я тоже хочу такой день! Может, сделаем это вместе? У меня есть классные маски и аромасвечи!"
"0","О, да! Это будет супер! Давай в субботу? Можем заказать пиццу и посмотреть что-то смешное!"
"0","Отлично! Я куплю вино! А ты не забудь прихватить свои любимые закуски!"
"0","люблю Ямин, мама"
"1","Внимание: доступ к гостевой учетной записи Ниже приведен гостевой пароль, который позволит вам получить временный доступ только для просмотра к enrononline. пожалуйста, обрати внимание"
"0","вар для початка 28 июля 2000 г., привет всем"
"0","пошли гулять, чего дома сидеть"
"0","сообщение 1, Квентин"
"0","У меня все отлично, спасибо! Сегодня на работе был такой хаос — но я справилась! А ты как?"
"0","Неплохо, но устала с учебой. Завтра контрольная по математике, и я вообще не готова!"
"0","Ох, я помню эти времена! Может, встретимся и поучим вместе? Я могу помочь тебе с задачами!"
"0","Как насчет завтра после обеда? Я могу принести свои записи."
"0","Сделаю! А еще у меня есть новый плейлист с музыкой — можем послушать и потанцевать немного!"
"1","Резюме Уэйна Тоу, мы должны вернуться к хедхантеру.  Вы можете отправить ей электронное письмо (адрес см. в первом сообщении внизу страницы)"
"1","последующее интервью от 21 августа 2000 года, дорогой."
"1","Ниже представлена ​​таблица предварительного рейтинга. у этого есть ваши прямые подчиненные Другая таблица, которую я отправил вашему вице-президенту/директору, не показала этого.  к вашему сведению, спасибо"
"0","Отлично! Давай встретимся в кафе рядом с университетом? Там вкусный кофе!"
"0","домашняя страница - новые решения по управлению рисками"
"0","И я возьму с собой свои любимые печенья — они точно поднимут настроение! "
"0","Ура! Не могу дождаться встречи! И давай обсудим твои последние новости — я слышала, у тебя там что-то интересное происходит?"
